Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
N/A,9/10/2015 9:48 AM,Verbal Warning,Male,Traffic Sign/Signal,5900 S Dorchester,Caucasian,Failure To Stop At Stop Sign,NO
N/A,9/10/2015 10:31 AM,Verbal Warning,Male,Moving Violation - Other,E/B Midway Plaisance & Cornell,African American,Speeding in School /Construction zone,NO
N/A,9/12/2015 9:30 PM,Verbal Warning,Male,Lane Violation,6000 Dorchester,African American,Wrong way on one way road,Yes
N/A,9/15/2015 7:47 PM,Verbal Warning,Female,Traffic Sign/Signal,1362 E 58th,African American,Failure to yield to pedestrian in crosswalk,No
N/A,9/17/2015 8:06 PM,Verbal Warning,Male,Lane Violation,5300 Dorchester,African American,Wrong way on one way street,No
N/A,9/21/2015 2:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Ellis,Hispanic,Failure to yield to pedestrian in crosswalk,No
N/A,9/22/2015 10:13 AM,Verbal Warning,Male,Speed,5945 S Ellis,African American,Speeding,No
N/A,9/22/2015 3:21 PM,Verbal Warning,Female,Speed,1000 E Midway Plaisance,African American,Speeding,No
N/A,9/22/2015 3:37 PM,Verbal Warning,Male,Speed,800 E Midway Plaisance,African American,Speeding,No
N/A,9/23/2015 10:04 AM,Verbal Warning,Female,Speed,5900 Payne Dr,African American,Speeding,No
N/A,9/24/2015 9:00 AM,Verbal Warning,Male,Speed,5900 Payne Dr,African American,Speeding,No
N/A,9/28/2015 8:43 AM,Verbal Warning,Female,Speed,Midway and Cottage Grove,African American,Speeding,No
N/A,9/28/2015 9:05 AM,Verbal Warning,Male,Speed,5900 Payne Dr,Caucasian,Speeding,No
N/A,9/29/2015 8:53 AM,Verbal Warning,Male,Traffic Sign/Signal,5400 S Cottage Grove,Caucasian,Failure to yield to pedestrian in crosswalk,No
N/A,10/1/2015 9:42 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 Hyde Park,Asian,Ran stop sign,No
1 citation issued,10/2/2015 5:13 PM,Citation Issued,Male,Lane Violation,930 E 55th,Caucasian,Improper passing/overtaking,No
N/A,10/6/2015 4:41 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 S Ellis,African American,Failure to yield to pedestrian in crosswalk,No
N/A,10/6/2015 11:16 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Blackstone,Hispanic,Ran two stop signs,No
2 citations issued for failure to yield to pedestrians and improper overtaking,10/14/2015 1:25 PM,Citation Issued,Female,Lane Violation,5734 S Ellis,Caucasian,Improper passing/overtaking,No
N/A,10/14/2015 8:57 PM,Verbal Warning,Female,Traffic Sign/Signal,1200 E 55th,African American,Failure to yield to pedestrian in crosswalk,No
N/A,10/15/2015 10:30 PM,Verbal Warning,Male,Traffic Sign/Signal,4100 S Drexel,Asian,Ran red light,No
N/A,10/16/2015 9:21 AM,Verbal Warning,Male,Traffic Sign/Signal,1314 E 53rd,African American,Failure to yield to pedestrian in crosswalk,No
N/A,10/19/2015 10:57 PM,Verbal Warning,Female,Lane Violation,5800 Blackstone,Caucasian,Wrong way on one way road,No
Citation issued for expired registration,10/20/2015 9:39 AM,Citation Issued,Male,Speed,1000 Midway Plaisance,African American,Speeding,No
N/A,10/20/2015 10:03 AM,Verbal Warning,Male,Speed,5859 S University,African American,Speeding,No
N/A,10/23/2015 8:48 AM,Verbal Warning,Female,Speed,5830 S Woodlawn Ave,African American,Speeding,No
Citation issued for speeding,10/23/2015 9:10 AM,Citation Issued,Male,Speed,930 E Midway Plaisance,African American,Speeding,No
Citation issued for speeding,10/23/2015 9:40 AM,Citation Issued,Male,Speed,930 E Midway Plaisance,African American,Speeding,No
N/A,10/29/2015 4:09 PM,Verbal Warning,Female,Other,6000 S. Woodlawn,Caucasian,Distracted Driving - Cell Phone,No
N/A,11/2/2015 8:14 PM,Verbal Warning,Male,Lane Violation,5100 S BLACKSTONE,African American,Wrong way on one way road,No
N/A,11/4/2015 4:13 PM,Verbal Warning,Female,Traffic Sign/Signal,1100 E 57th,Caucasian,Ran stop sign,No
N/A,11/7/2015 8:48 PM,Verbal Warning,Male,Other,5300 S Greenwood,African American,Improper backing,No
N/A,11/8/2015 9:01 AM,Verbal Warning,Male,Traffic Sign/Signal,5600 S Dorchester,African American,Disobeyed Stop Sign,No
N/A,11/10/2015 12:43 PM,Verbal Warning,Male,Lane Violation,5700 S Harper,Caucasian,Wrong way on one way road,No
N/A,11/13/2015 12:23 PM,Verbal Warning,Male,Lane Violation,Midway Plaisance & Cottage Grove,African American,Improper lane usage,No
N/A,11/15/2015 3:45 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Ingleside,African American,Ran stop sign,No
N/A,11/19/2015 2:27 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 Woodlawn,African American,Ran red light,No
N/A,11/21/2015 9:03 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 Cottage Grove,African American,Ran red light,No
N/A,11/23/2015 1:05 AM,Verbal Warning,Male,Lane Violation,5615 Woodlawn,African American,Illegal U-Turn,No
N/A,11/26/2015 10:11 PM,Verbal Warning,Male,Lane Violation,Midway Plaisance and Dorchester,African American,Wrong way on one way road,No
N/A,11/27/2015 9:26 AM,Verbal Warning,Male,Lane Violation,5900 S Stony Island,African American,Improper passing/overtaking,No
N/A,11/29/2015 11:18 AM,Verbal Warning,Male,Traffic Sign/Signal,1130 E 56TH,African American,Ran stop sign,No
N/A,11/29/2015 5:07 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway & Ellis,African American,Ran red light,No
N/A,12/2/2015 2:23 PM,Verbal Warning,Male,Lane Violation,5700 S Cornell,African American,No turn signal (almost caused accident),No
N/A,12/5/2015 2:32 PM,Verbal Warning,Male,Lane Violation,5500 S Woodlawn,African American,No turn signal,No
N/A,12/7/2015 5:54 PM,Verbal Warning,Male,Lane Violation,5000 S Blackstone,African American,Wrong way on one way road,No
N/A,12/10/2015 7:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Harper,Caucasian,Ran red light,No
N/A,12/14/2015 9:44 PM,Verbal Warning,Male,Moving Violation - Other,5300 Cottage Grove,African American,Failure to yield (almost caused accident),No
N/A,12/24/2015 2:31 AM,Verbal Warning,Female,Lane Violation,Midway & University,African American,Wrong way on one way street,No
N/A,12/26/2015 5:06 PM,Verbal Warning,Female,Lane Violation,5630 S University,Caucasian,Wrong way on one way street,No
N/A,1/9/2016 10:34 AM,Verbal Warning,Male,Traffic Sign/Signal,1100 E 57th,Caucasian,Disobeyed Stop Sign,No
N/A,1/12/2016` 4:16 PM,Verbal Warning,Female,Lane Violation,5800 S. Woodlawn,Caucasian,Driving on crosswalk,No
N/A,1/14/2016 10:28 AM,Verbal Warning,Male,Lane Violation,5700 S. University,Asian,Wrong way on one way street,No
N/A,1/14/2016 8:14 PM,Verbal Warning,Female,Lane Violation,6100 S. University,African American,Improper passing/overtaking,No
Citation issued for disobeying stop sign,1/21/2016 8:49 PM,Citation Issued,Male,Traffic Sign/Signal,6000 S Drexel,African American,Failed to stop at intersection with pedestrians in area,No
N/A,1/22/2016 7:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5626 S Blackstone,African American,Running stop sign and speeding,No
N/A,1/26/2016 10:42 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Dorchester,African American,Ran stop sign,No
N/A,1/30/2016 2:41 AM,Verbal Warning,Male,Traffic Sign/Signal,5100 Drexel Ave,African American,Ran red light,No
N/A,2/5/2016 6:16 PM,Verbal Warning,Male,Traffic Sign/Signal,5950 S Woodlawn,African American,Ran red light,No
N/A,2/5/2016 9:25 PM,Verbal Warning,Male,Traffic Sign/Signal,6200 S Stony Island,African American,Ran stop sign,No
N/A,2/7/2016 1:32 PM,Verbal Warning,Female,Lane Violation,5730 S University,African American,Wrong way on one way road,No
Citation issued for unauthorized use of parking places reserved for persons with disability,2/7/2016 5:48 PM,Citation Issued,Male,Moving Violation - Other,1236 E 53rd,African American,Unauthorized use of parking places reserved for persons with disability,No
N/A,2/10/2016 5:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Hyde Park,African American,Ran red light,No
N/A,2/13/2016 1:38 PM,Verbal Warning,Female,Moving Violation - Other,5700 S Ellis,African American,Driving with someone on the hood of the vehicle,No
N/A,2/13/2016 8:16 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 Lake Park,African American,Ran stop sign,No
N/A,2/14/2016 12:53 AM,Verbal Warning,Male,Lane Violation,6000 Cottage Grove,Asian,Wrong way on one way road,No
N/A,2/19/2016 9:59 PM,Verbal Warning,Male,Lane Violation,"5200 S, Blac kstone",African American,Wrong way on one way street,No
Citation issued for improper passing/overtaking,2/20/2016 12:49 AM,Citation Issued,Female,Lane Violation,5300 S. Ingleside,African American,Improper lane usage,No
N/A,2/21/2016 1:38 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S. Woodalwn,African American,Ran red light,No
N/A,2/21/2016 1:42 PM,Verbal Warning,Male,Lane Violation,5500 S. Woodlawn,African American,Improper passing/overtaking,No
N/A,2/25/2016 5:17 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S Ellis,African American,Failure to yield to pedestrian in crosswalk,No
2 citations issued for disobeying traffic sign and no valid insurance,2/27/2016 12:27 AM,Citation Issued,Male,Traffic Sign/Signal,5300 Cornell,African American,Ran red light,No
N/A,2/29/2016 2:31 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Woodlawn,Hispanic,Ran red light,No
N/A,3/3/2016 12:23 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Ellis,African American,Ran stop sign,No
N/A,3/8/2016 11:55 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 Woodlawn,African American,Ran stop sign,No
N/A,3/10/2016 9:12 AM,Verbal Warning,Male,Traffic Sign/Signal,6100 S Ingleside,Hispanic,Ran stop sign,No
N/A,3/13/2016 3:09 AM,Verbal Warning,Male,Lane Violation,5300 Harper,African American,Wrong way on one way street,No
N/A,3/13/2016 5:50 AM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Cottage Grove,African American,Ran red light,No
N/A,3/15/2016 6:03 PM,Verbal Warning,Female,Lane Violation,4800 S Drexel,African American,Wrong way on one way street,No
N/A,3/19/2016 9:49 PM,Verbal Warning,Male,Lane Violation,4700 S Woodlawn,African American,Improper turn,No
N/A,3/23/2016 8:42 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S Woodlawn,African American,Ran stop sign,No
Two citations issued for failure to yield and no valid registration,3/24/2016 8:38 AM,Citation Issued,Female,Traffic Sign/Signal,1151 E 51st,African American,Failure to yield to pedestrian in crosswalk,No
N/A,3/24/2016 8:40 AM,Verbal Warning,Male,Lane Violation,5040 S Blackstone,African American,Turning right in front of CTA bus,No
Two citations issued for lane violation and tail light violation,3/24/2016 10:37 AM,Citation Issued,Male,Lane Violation,5400 S Dorchester,African American,Turning without signaling (cutting off vehicle in other lane),No
N/A,3/25/2016 9:41 PM,Verbal Warning,Male,Lane Violation,6300 S Drexel,African American,Illegal left turn,No
N/A,3/26/2016 9:58 AM,Verbal Warning,Female,Speed,Kenwood & Midway Plaisance,African American,Speeding,No
N/A,3/26/2016 7:07 PM,Verbal Warning,Male,Lane Violation,6400 S Cottage Grove,African American,Improper turn,No
"Three citations issued for suspended license, no insurance, and no registration",3/28/2016 5:10 AM,Citation Issued,Female,Moving Violation - Other,5700 S Woodlawn,African American,Improper parking on roadway,No
N/A,3/28/2016 2:21 PM,Verbal Warning,Male,Traffic Sign/Signal,1219 E 63rd,African American,Ran red light,No
N/A,3/30/2016 11:25 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S University,African American,Failure to yield to pedestrian in crosswalk,No
N/A,3/31/2016 7:29 PM,Verbal Warning,Male,Traffic Sign/Signal,63rd and Woodlawn,African American,Ran stop sign,No
N/A,4/1/2016 9:43 PM,Verbal Warning,Female,Traffic Sign/Signal,1307 E 60th St.,Caucasian,Ran stop sign,No
N/A,4/5/2016 7:53 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Greenwood,African American,Ran two stop signs,No
N/A,4/6/2016 5:25 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S University,Caucasian,Ran stop sign,No
N/A,4/6/2016 7:02 PM,Verbal Warning,Male,Moving Violation - Other,6120 S Ellis,African American,Driving on sidewalk,No
Two citations issued for disobeying traffic signal and suspended license,4/7/2016 1:03 PM,Citation Issued,Female,Traffic Sign/Signal,1431 E 51st,African American,Ran red light,No
N/A,4/8/2016 4:18 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S University,African American,Ran stop sign,No
N/A,4/12/2016 11:50 AM,Verbal Warning,Male,License Plate/Registration,5500 S Everett,African American,No front license plate,No
N/A,4/12/2016 3:01 PM,Verbal Warning,Female,Lane Violation,5500 S Ellis,African American,Improper passing,No
N/A,4/13/2016 12:58 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 block of S Ellis,Caucasian,Ran stop sign,No
N/A,4/13/2016 4:12 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 block of Woodlawn,Caucasian,Ran stop sign,No
N/A,4/13/2016 4:28 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 block of Greenwood,Caucasian,Ran stop sign,No
N/A,4/15/2016 11:28 AM,Verbal Warning,Female,Traffic Sign/Signal,5100 S Dorchester,Caucasian,Ran stop sign,No
N/A,4/15/2016 1:01 PM,Verbal Warning,Male,Traffic Sign/Signal,5735 S Ellis,Caucasian,Ran stop sign,No
N/A,4/15/2016 8:30 PM,Verbal Warning,Male,Traffic Sign/Signal,61st and Woodlawn,African American,Ran red light,No
N/A,4/17/2016 2:56 PM,Verbal Warning,Male,Lane Violation,Midway Plaisance and Woodlawn,African American,Improper passing,No
N/A,4/21/2016 5:14 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Ellis,Caucasian,Ran stop sign,No
N/A,4/22/2016 4:22 PM,Verbal Warning,Female,Traffic Sign/Signal,5706 S University,African American,Ran stop sign,No
N/A,4/22/2016 4:55 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S University,Hispanic,Ran stop sign,No
One citation issued for driving the wrong way on a one way street,4/22/2016 5:57 PM,Citation Issued,Male,Lane Violation,1316 E Madison Park Ave,Caucasian,Wrong way on one way street,No
N/A,4/22/2016 6:20 PM,Verbal Warning,Female,Traffic Sign/Signal,4700 S Ellis,African American,Ran stop sign,No
N/A,4/26/2016 4:38 AM,Verbal Warning,Female,Traffic Sign/Signal,5600 S Harper,African American,Ran stop sign,No
One citation issued for improper lane usage,4/27/2016 1:40 PM,"Citation Issued, Arrested on Active Warrant",Male,Lane Violation,5400 S Drexel,African American,Improper lane usage,No
N/A,4/29/2016 8:27 PM,Verbal Warning,Female,Speed,4100 S Cottage Grove,African American,Speeding - too fast for conditions,No
N/A,5/1/2016 3:29 PM,Verbal Warning,Female,Traffic Sign/Signal,Midway & Dorchester,African American,Ran stop sign,No
N/A,5/2/2016 10:17 AM,Verbal Warning,Male,Moving Violation - Other,5300 S Kimbark,Caucasian,Failure to yield,No
N/A,5/4/2016 11:15 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S Drexel,African American,Disobeyed no left turn sign,No
Two citations issued for disobeying traffic sign and failure to yield to pedestrian crossing,5/4/2016 12:18 PM,Citation Issued,Female,Traffic Sign/Signal,5735 S Ellis,Caucasian,Ran stop sign,No
N/A,5/5/2016 5:36 PM,Verbal Warning,Male,Speed,5000 S Dorchester,African American,Speeding in school zone,No
One citation issued for disobeying traffic control device,5/6/2016 9:46 AM,Citation Issued,Male,Traffic Sign/Signal,5400 S Ellis,African American,Disobeyed traffic control device,No
N/A,5/7/2016 1:21 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S University,Caucasian,Ran stop sign,No
N/A,5/8/2016 1:01 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S University,African American,Passing in no passing zone and failure to yield to pedestrian in crosswalk,No
N/A,5/9/2016 4:19 PM,Verbal Warning,Male,Lane Violation,5837 S Maryland,Caucasian,Wrong way on one way street,No
N/A,5/12/2016 11:27 AM,Verbal Warning,Female,Lane Violation,5830 S Ellis,Caucasian,Improper U-Turn,No
N/A,5/13/2016 8:55 AM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Dorchester,African American,Ran red light,No
N/A,5/13/2016 5:00 PM,Verbal Warning,Female,Traffic Sign/Signal,5706 S University,African American,Ran stop sign,No
N/A,5/16/2016 8:16 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Cornell,African American,Ran red light,No
N/A,5/17/2016 4:45 PM,Verbal Warning,Male,Lane Violation,5800 S Greenwood,Caucasian,Improper lane usage,No
N/A,5/17/2016 11:28 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 Hyde Park Blvd,African American,Ran stop sign,No
N/A,5/18/2016 8:31 AM,Verbal Warning,Female,Lane Violation,5036 S Blackstone,Caucasian,Wrong way on one way street,No
N/A,5/22/2016 9:11 PM,Verbal Warning,Male,Moving Violation - Other,5100 Dorchester,African American,Driving with rear door left open,No
N/A,5/23/2016 10:35 AM,Verbal Warning,Male,Traffic Sign/Signal,5050 Lake Shore Drive,African American,Ran stop sign,No
N/A,5/23/2016 12:03 PM,Verbal Warning,Female,Traffic Sign/Signal,5800 Cottage Grove,African American,Ran red light,No
N/A,5/23/2016 12:28 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 Cottage Grove,African American,Ran stop sign,No
N/A,5/23/2016 5:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 Lake Park,American Indian/Alaskan Native,Ran red light,No
N/A,5/27/2016 10:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Hyde Park Blvd,African American,Ran stop sign,No
N/A,5/28/2016 7:11 AM,Verbal Warning,Male,Lane Violation,5900 Ellis,Hispanic,Wrong way on one way street,No
N/A,5/29/2016 9:49 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Greenwood,Hispanic,Failed to yield to pedestrian in crosswalk,No
N/A,5/29/2016 4:15 PM,Verbal Warning,Male,Lane Violation,5700 S Harper,Caucasian,Wrong way on one way street,No
N/A,5/29/2016 9:11 PM,Verbal Warning,Male,Lane Violation,5800 S University,African American,Wrong way on one way street,No
N/A,5/29/2016 9:44 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S University,African American,Ran stop sign,No
N/A,5/30/2016 9:08 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 Woodlawn,Asian,Ran stop sign,No
Two citations issued for driving wrong way on one way street and no insurance,5/31/2016 9:03 PM,Citation Issued,Male,Lane Violation,1200 E 59th,African American,Wrong way on one way street,No
Citation issued for failure to yield,6/2/2016 8:49 AM,Citation Issued,Female,Traffic Sign/Signal,49th and Kimbark,African American,Failure to yield to pedestrian in crosswalk,No
N/A,6/3/2016 11:30 AM,Verbal Warning,Female,Lane Violation,5500 S Cornell,Caucasian,Wrong way on one way street,No
N/A,6/3/2016 7:22 PM,Verbal Warning,Female,Lane Violation,5300 Dorchester,Caucasian,Wrong way on one way street,No
N/A,6/3/2016 11:18 PM,Verbal Warning,Male,Traffic Sign/Signal,1755 E 55th,African American,Ran stop sign,No
N/A,6/4/2016 10:30 PM,Verbal Warning,Male,Equipment,6100 Stony Island,Hispanic,Improper lighting,No
N/A,6/5/2016 9:37 PM,Verbal Warning,Male,Lane Violation,5700 University,African American,Wrong way on one way street,No
Two citations issued for wrong way on one way street and suspended license,6/6/2016 12:21 AM,Citation Issued,Female,Lane Violation,5400 Kenwood,African American,Wrong way on one way street,No
N/A,6/6/2016 4:48 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S University,African American,Ran stop sign,No
N/A,6/6/2016 7:45 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance and Dorchester,African American,Disobeyed traffic control device,No
N/A,6/7/2016 10:21 AM,Verbal Warning,Male,Traffic Sign/Signal,4926 S CORNELL,Asian,Disobeyed Stop Sign,No
N/A,6/7/2016 10:42 AM,Verbal Warning,Male,Traffic Sign/Signal,4936 S BLACKSTONE,African American,Disobeyed Stop Sign,No
N/A,6/7/2016 7:03 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S COTTAGE GROVE,African American,Disobeyed traffic control device,No
N/A,6/9/2016 9:54 PM,Verbal Warning,Male,Lane Violation,5326 Hyde Park Blvd,African American,Illegal U-Turn,No
N/A,6/10/2016 12:04 AM,Verbal Warning,Male,Equipment,5600 Hyde Park Blvd,African American,Driving without headlights with heavy pedestrian traffic,No
Two citations issued for disobeying stop sign and no insurance,6/10/2016 11:47 AM,Citation issued,Male,Traffic Sign/Signal,1465 E 51st,African American,Ran stop sign,No
N/A,6/10/2016 12:56 PM,Verbal Warning,Female,Lane Violation,5500 S Kimbark,African American,Wrong way on one way road,No
Two citations issued for obstructing traffic and suspended license,6/12/2016 2:18 PM,Citation issued; arrested on warrant,Male,Moving Violation - Other,1619 E 54th,African American,Obstructing traffic,Yes
N/A,6/12/2016 3:05 PM,Verbal Warning,Female,Lane Violation,5500 S Greenwood,Caucasian,Wrong way on one way road,No
N/A,6/12/2016 10:31 PM,Verbal Warning,Female,Lane Violation,Midway and Kimbark,African American,Wrong way on one way road,No
Two citations issued for disobeying stop sign and expired driver's license,6/14/2016 10:57 PM,Citation issued,Male,Traffic Sign/Signal,5900 Woodlawn,African American,Ran stop sign,No
N/A,6/15/2016 11:09 AM,Verbal Warning,Male,Lane Violation,1520 S 57th,African American,Wrong way on one way road,No
One citation issued for disobeying traffic control device,6/15/2016 4:33 PM,Citation issued,Male,Traffic Sign/Signal,5700 S Kimbark,African American,Ran stop sign,No
N/A,6/15/2016 6:27 PM,Verbal Warning,Male,Speed,1200 Midway Plaisance,African American,Driving too fast for conditions,No
N/A,6/18/2016 10:14 AM,Verbal Warning,Male,Lane Violation,5200 S Dorchester,Caucasian,Wrong way on one way street,No
N/A,6/19/2016 12:15 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Berkeley,African American,Ran stop sign,No
N/A,6/19/2016 12:39 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Woodlawn,African American,Ran stop sign,No
N/A,6/20/2016 11:41 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Blackstone,African American,Almost struck pedestrian in crosswalk,No
N/A,6/23/2016 6:42 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 Drexel,Asian,Ran stop sign,No
N/A,6/24/2016 9:29 AM,Verbal Warning,Male,Lane Violation,1322 E 57th Street,African American,Improper lane usage,No
N/A,6/24/2016 10:35 AM,Verbal Warning,Male,Moving Violation - Other,5500 S EVERETT,African American,Subject  turned the corner driving erratically,No
N/A,6/25/2016 12:37 PM,Verbal Warning,Female,Lane Violation,5726 S KENWOOD,African American,Improper lane usage,No
N/A,6/25/2016 2:29 PM,Verbal Warning,Male,Lane Violation,5300 S HARPER,African American,Improper lane usage,No
Two citations issued,6/25/2016 4:08 PM,Citation issued,Male,Lane Violation,6100 S KIMBARK,African American,Improper lane usage,No
N/A,6/25/2016 6:04 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S KIMBARK,African American,Ran stop sign,No
N/A,6/26/2016 4:59 PM,Verbal Warning,Male,Traffic Sign/Signal,6229 S KIMBARK,African American,Ran stop sign,No
N/A,6/26/2016 5:41 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S DORCHESTER,African American,Ran stop sign,No
N/A,6/27/2016 8:09 PM,Verbal Warning,Male,Lane Violation,5300 Harper,African American,Illegal U-Turn with pedestrians in crosswalk,No
N/A,6/28/2016 10:02 PM,Verbal Warning,Female,Lane Violation,5000 S Blackstone,African American,Wrong way on one way road,No
N/A,6/30/2016 12:45 AM,Verbal Warning,Female,Lane Violation,5900 S Woodlawn,African American,Wrong way on one way road,No
N/A,6/30/2016 2:56 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 S Woodlawn,African American,Disobeyed traffic control device,No
N/A,7/1/2016 12:05 AM,Verbal Warning,Male,Traffic Sign/Signal,5400 S Hyde Park,African American,Ran red light,No
N/A,7/1/2016 12:48 PM,Verbal Warning,Male,Moving Violation - Other,1450 E 55th,African American,Improper use of electronic communication device,No
N/A,7/3/2016 9:18 AM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Greenwood,African American,Ran red light,No
N/A,7/4/2016 11:25 AM,Verbal Warning,Male,Lane Violation,6200 S Woodlawn,African American,Wrong way on one way road,No
N/A,7/5/2016 6:57 AM,Verbal Warning,Female,Traffic Sign/Signal,5730 S Cottage Grove,African American,Ran red light,No
N/A,7/5/2016 3:04 PM,Verbal Warning,Female,Lane Violation,5600 S Ellis,African American,Wrong way on one way road,No
N/A,7/5/2016 8:12 PM,Verbal Warning,Male,Traffic Sign/Signal,1010 E 59th,African American,Ran stop sign,No
One citation issued for disobeying traffic control device,7/8/2016 2:48 PM,Citation Issued,Male,Lane Violation,6100 S Woodlawn,African American,Illegal passing,No
N/A,7/8/2019 10:40 AM,Verbal Warning,Female,Follow Too Close,55th and Ellis,African American,Following too closely,No
N/A,7/9/2016 11:09 PM,Verbal Warning,Male,Lane Violation,5700 S Woodlawn,Caucasian,Wrong way on one way road,No
N/A,7/10/2016 11:07 AM,Verbal Warning,Male,Lane Violation,1446 E 55th,African American,Right turn in front of CTA bus,No
N/A,7/12/2016 6:05 PM,Verbal Warning,Male,Traffic Sign/Signal,4900 S Dorchester,African American,Ran stop sign,No
One citation issued for expired registration,7/14/2016 10:35 AM,Citation Issued,Female,Traffic Sign/Signal,5400 S Woodlawn,Caucasian,Ran red light,No
N/A,7/14/2016 11:20 PM,Verbal Warning,Male,Follow Too Close,5600 S Stony Island,African American,Following too closely,No
Arrested by CPD for DUI and fleeing scene of accident,7/16/2016 8:26 PM,Arrested by CPD,Male,Lane Violation,4900 S Blackstone,African American,Wrong way on one way street,No
N/A,7/17/2016 11:36 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Lake Park,Caucasian,Disobeyed traffic control device,No
N/A,7/18/2016 1:56 AM,Verbal Warning,Female,Traffic Sign/Signal,5800 Ellis,African American,Ran stop sign,No
N/A,7/19/2016 7:50 PM,Verbal Warning,Male,Traffic Sign/Signal,6050 S Woodlawn,Caucasian,Ran red light,No
One citation issued for disobeying traffic control device,7/20/2016 11:13 AM,Citation Issued,Male,Traffic Sign/Signal,5140 S Lake Park,African American,Ran stop sign,No
N/A,7/20/2016 8:32 PM,Verbal Warning,Male,Lane Violation,6300 University,African American,Illegal passing,No
N/A,7/20/2016 11:34 PM,Verbal Warning,Male,Lane Violation,6210 Kimbark,African American,Wrong way on one way street,No
Two citations issued for disobeying traffic control device and suspended license,7/23/2016 6:03 PM,Citation issued,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Ran red light,No
N/A,7/24/2016 7:27 AM,Verbal Warning,Female,Lane Violation,5600 S Woodlawn,Caucasian,Wrong way on one way street,No
N/A,7/24/2016 1:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 S Dorchester,African American,Disobeyed traffic control device,No
N/A,7/26/2016 7:43 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Woodlawn,Caucasian,Ran red light,No
Two citations issued for disobeying stop sign and suspended license,7/26/2016 12:14 PM,Citation issued,Male,Traffic Sign/Signal,5500 S Ellis,African American,Ran stop sign,No
N/A,7/30/2016 12:31 PM,Verbal Warning,Female,Lane Violation,5305 S Blackstone,African American,Wrong way on one way street,No
Two citations issued for disobeying traffic signal and no insurance,7/30/2016 5:14 PM,Citation issued,Female,Traffic Sign/Signal,5300 S Lake Park,African American,Ran red light,No
N/A,8/1/2016 4:41 PM,Verbal Warning,Male,Lane Violation,5339 S Kimbark,African American,Wrong way on one way street,No
